简称,全名,基准价,跳蚤价,商人收购价,收购商人,差价
6.5英寸MPX 9x19,6.5英寸MPX枪管 9x19,5174,3500,3104,Jaeger,396
10.5英寸MPX 9x19,10.5英寸MPX枪管 9x19,8174,30000,4904,Jaeger,25096
14英寸MPX 9x19,14英寸MPX枪管 9x19,12380,70000,7428,Jaeger,62572
Midwest 4.5英寸,Midwest 4.5英寸MPX M-LOK护木,6400,37999,3584,Mechanic,34415
Midwest 6.5英寸,Midwest 6.5英寸MPX M-LOK护木,7600,17000,4256,Mechanic,12744
Midwest 10.5英寸,Midwest 10.5英寸MPX M-LOK护木,9300,22222,5208,Mechanic,17014
Midwest 14英寸,Midwest 14英寸MPX M-LOK护木,11200,198888,6272,Mechanic,192616
9x19 MPX,标准MPX 20发9x19弹匣,1450,1000,812,Mechanic,188
9x19 MPX,MPX TTI Base pad+11 9x19 41发弹匣,5273,25000,2952,Mechanic,22048
MPX弹鼓,F5 MPX 50发9x19弹鼓,14100,44444,7896,Mechanic,36548
SCH拉机柄,MPX Geissele “SCH”拉机柄,1780,10000,996,Mechanic,9004
MD CQB,Maxim Defence CQB MCX/MPX可折叠伸缩枪托,3750,66666,2250,Jaeger,64416
ULSS,PMM “ULSS” MCX/MPX可折叠枪托,6230,80000,3738,Jaeger,76262
Sb.3x5,MC 20-01 Sb.3 20铅径TOZ-106 5发弹匣,1410,69420,789,Mechanic,68631
TOZ-106燕尾,TOZ-106燕尾槽基座,1100,50000,660,Jaeger,49340
106基座,TOZ-106瞄准镜基座,2300,30000,1380,Jaeger,28620
SRD 9,Sig SRD 9 9x19毫米声音抑制器,28600,44888,16016,Mechanic,28872
AK-A-16,ProMag AK-A-16 7.62x39 73发AKM兼容弹匣,41600,55555,23296,Mechanic,32259
B-10,Zenit B-10 AK护木,5194,43000,2908,Mechanic,40092
B-13,B-13导轨平台,7800,7777,4680,Jaeger,3097
MAG5-100,MAG5-100 5.56x45 STANAG 100发弹匣,37755,84999,21142,Mechanic,63857
TJ,P226 TJ's Custom 9x19补偿器,2800,2700,1568,Mechanic,1132
US Palm AK,US Palm AK手枪式握把,7350,49999,4116,Mechanic,45883
Troy M-LOK,Troy Industries M-LOK 13英寸416A5护木,18900,49999,10584,Mechanic,39415
HK Keymod,HK MRS Keymod 14英寸416A5护木,13900,44444,7784,Mechanic,36660
Midwest M-LOK,Midwest M-LOK 9英寸416A5护木,12100,70000,6776,Mechanic,63224
Midwest M-LOK,Midwest M-LOK 13.5英寸416A5护木,14400,190000,8064,Mechanic,181936
CRUX护木,Strike Industries CRUX M-LOK 15英寸416A5护木,16700,175000,9352,Mechanic,165648
聚合物弹匣,HK 5.56x45 mag 30 STANAG 30发聚合物弹匣,4005,35555,2242,Mechanic,33313
PM Gen.2,HK PM Gen.2 5.56x45 STANAG 30发弹匣,3425,30000,1918,Mechanic,28082
Battlemag,TROY Battlemag 5.56x45 STANAG 30发弹匣,4680,10000,2620,Mechanic,7380
Stngr Vypr,"Stngr Vypr 10"" M-LOK AR15护木",14500,35000,8120,Mechanic,26880
WarComp,Surefire WarComp 5.56x45 AR-15消焰器,4800,8000,2688,Mechanic,5312
Grip V.2,HK Grip V.2 AR-15枪族手枪式握把,3100,45000,1736,Mechanic,43264
10.6英寸 416A5 5.56x45,10.6英寸416A5兼容枪管 5.56x45,21130,133000,12678,Jaeger,120322
SAI QD导轨,SAI 14.5英寸AR15导轨护木 QD,53100,185000,29736,Mechanic,155264
SAI QD导轨,SAI 10英寸AR15导轨护木 QD,44900,88888,25144,Mechanic,63744
MOE SL,Magpul MOE SL中等长度M-LOK AR15护木,11100,38888,6216,Mechanic,32672
MOE SL,Magpul MOE SL卡宾枪长度M-LOK AR15护木,8800,19989,4928,Mechanic,15061
JailBrake,SAI Jail Break 5.56x45 AR15膛口装置,15990,52222,8954,Mechanic,43268
Cobra,SI “Cobra tactical”战术握把,10050,99999,5628,Mechanic,94371
ARE,Strike Industries 先进机匣延长缓冲管,8700,42999,5220,Jaeger,37779
ARE,Strike Industries 先进机匣延长缓冲管（电镀红）,21200,1444444,12720,Jaeger,1431724
Viper Mod.1,SI Viper Mod.1枪托,8500,65000,5100,Jaeger,59900
Antidote,AK Venom Tactical Antidote 7.62x39膛口制退补偿器,9850,98887,5516,Mechanic,93371
ONE转接器,Gemtech One直接螺纹安装转接器,3970,88888,2223,Mechanic,86665
Gemtech ONE,Gemtech ONE 7.62x51声音抑制器 ,48520,45888,27171,Mechanic,18717
COMP M4,Aimpoint COMP M4反射式瞄具,29600,15000,16576,Mechanic,-1576
LRP,Aimpoint LRP COMP M4瞄具基座,2400,27777,1440,Jaeger,26337
AMSS,标准Aimpont瞄具垫高器,2203,12000,1321,Jaeger,10679
Blackout 51T,AR-15 AAC Blackout 51T 5.56x45消焰器,6149,77777,3443,Mechanic,74334
AAC Illusion 9,AAC Illusion 9 9x19毫米消音器,32940,33000,18446,Mechanic,14554
SF3P,Surefire SF3P 5.56x45 AR-15消焰器,6420,99999,3595,Mechanic,96404
MOD3,BCM MOD.3战术握把,4900,12345,2744,Mechanic,9601
PSO-1,BelOMO PSO-1 4x24 瞄准镜,17784,19383,10670,Jaeger,8713
PSO 1M2,BelOMO PSO-1M2 4x24 瞄准镜,18784,19000,11270,Jaeger,7730
KH/F 34毫米,I-E-A Mil Optics Magmount 34毫米一体式基座环,8500,38417,5100,Jaeger,33317
DGN762B,AR-10 Lantac Drakon 7.62x51膛口制退补偿器,22800,100000,12768,Mechanic,87232
DGNAK47B,AK Lantac Drakon 7.62x39制退补偿器 ,12300,36666,6888,Mechanic,29778
HK E1,HK E1 AR-15兼容枪托,9200,159999,5520,Jaeger,154479
VPG,KAC垂直手枪式握把,3196,39999,1789,Mechanic,38210
SVD 7.62x54,SVD 7.62x54 20发弹匣,9880,11111,5532,Mechanic,5579
B-13V,B-13V “Classic”上机匣导轨平台,7600,43000,4560,Jaeger,38440
9x19 P226,P226 9x19扩容弹匣,2940,2000,1646,Mechanic,354
AP 6.3,9x19毫米 AP 6.3,210,799,117,Mechanic,682
钥匙卡,TerraGroup实验室访问钥匙卡,100000,120000,63000,Therapist,57000
MDR 默认,DT MDR 5.56x45 突击步枪 默认,101509,99999,56842,Mechanic,43157
SVDS 默认,德拉贡诺夫 SVDS 7.62x54 半自动狙击步枪 默认,86141,99999,48235,Mechanic,51764
Hunter 默认,Vepr Hunter/VPO-101 7.62x51卡宾枪 默认,46001,55000,25759,Mechanic,29241
TOZ-106莫辛,定制截断莫辛枪托TOZ-106改,4850,4999,2910,Jaeger,2089
Zhukov-U,Magpul Zhukov-U AK 护木（黑色）,19200,50000,10752,Mechanic,39248
Zhukov-U,Magpul Zhukov-U AK 护木（FDE）,19200,23000,10752,Mechanic,12248
Zhukov-U,Magpul Zhukov-U AK 护木（黑红色）,19200,23456,10752,Mechanic,12704
RIS II 12.25 FDE,Daniel Defence RIS II 12.5英寸AR-15兼容系统护木,12180,99500,6820,Mechanic,92680
RIS II FSP 9.5 FDE,Daniel Defence RIS II FSP 9.5英寸AR-15兼容系统护木,15800,32111,8848,Mechanic,23263
Triton,Triton M43-A胸挂,23822,38000,14769,Ragman,23231
Berkut,WARTECH 金雕 BB-102 背包 (A-TACS FG 迷彩),22080,33000,13689,Ragman,19311
Vulkan-5,Vulkan-5（LShZ-5）重型头盔,146491,1600000,90824,Ragman,1509176
面罩,Vulkan-5面罩,62468,1555555,38730,Ragman,1516825
Redut-M,FORT Redut-M护甲,118737,233333,73616,Ragman,159717
Redut-T5,FORT Redut-T5 防弹衣（烟雾迷彩）,150260,499999,93161,Ragman,406838
M9A3,伯莱塔M9A3 9x19手枪,4800,78000,2688,Mechanic,75312
M9A3螺纹9x19,9x19 M9A3螺纹枪管,1660,30000,996,Jaeger,29004
9х19 M9A3,M9A3 9x19 17发弹匣,1800,25999,1008,Mechanic,24991
M9A3保护帽,M9A3螺纹保护帽,300,500,168,Mechanic,332
手握M9A3,M9A3聚合物手枪握把,800,29999,448,Mechanic,29551
M9A3套筒,M9A3 9x19手枪套筒,2350,0,1316,Mechanic,0
M9A3准星,M9A3标准准星,460,0,257,Mechanic,0
M9A3照门,伯莱塔M9A3标准照门,505,500,282,Mechanic,218
SM M9,M9照门基座,3600,3299,2016,Mechanic,1283
PS12,12.7x55毫米 PS12,360,400,201,Mechanic,199
PS12A,12.7x55毫米 PS12A,220,440,123,Mechanic,317
PS12B,12.7x55毫米 PS12B,900,7000,504,Mechanic,6496
ASh-12,ASh-12 12.7x55 突击步枪,93800,80000,52528,Mechanic,27472
ASh-12 10发,12.7x55 10发ASh-12弹匣,6600,19999,3696,Mechanic,16303
ASh-12,ASh-12 20发ASh-12弹匣,16600,50000,9296,Mechanic,40704
ASh-12提把, ASh-12提把式照门,1800,20000,1008,Mechanic,18992
ASh-12准星,ASh-12折叠式准星,2233,2400,1250,Mechanic,1150
ASh制退器,ASh-12 12.7x55常规膛口制退器,6100,6500,3416,Mechanic,3084
ASh抑制,ASh-12 12.7x55战术抑制器,35889,37900,20097,Mechanic,17803
AK聚合,AK-100系列聚合物护木,1322,2000,740,Mechanic,1260
AK-74聚合,AK-7 4聚合物护木（黑红色）,1122,10000,628,Mechanic,9372
6L23,6L23 5.45x39 30 发AK-74 兼容弹匣（黑红色）,2100,2200,1176,Mechanic,1024
AK-74聚合,AK-74 聚合物枪托（黑红色）,2168,23000,1300,Jaeger,21700
Molot弹鼓,Molot 75发AK兼容弹鼓,29000,30000,16240,Mechanic,13760
FN拉机柄,P90 FN拉机柄,1600,50000,896,Mechanic,49104
拉机柄,K&M P90拉机柄,2663,199999,1491,Mechanic,198508
FN常规,FN 50发P90弹匣,10500,24000,5880,Mechanic,18120
P90枪托,FN P90枪托,3500,40000,2100,Jaeger,37900
P90枪托垫,P90 FN枪托垫,2250,3333,1350,Jaeger,1983
DI托垫,Damage Industries P90枪托垫,4150,55555,2490,Jaeger,53065
EFFEN 90,FN EFFEN 90 P90上机匣,3800,30000,2128,Mechanic,27872
P90上机匣,FN P90上机匣,2400,28000,1344,Mechanic,26656
EFFEN 90,FN EFFEN 90导轨,1000,8888,600,Jaeger,8288
FN侧,FN 常规P90上机匣侧导轨,1000,900,600,Jaeger,300
FN顶,FN 常规P90上机匣顶导轨,1000,10000,600,Jaeger,9400
10.5英寸P90,10.5英寸P90枪管 5.7x28,19600,85000,11760,Jaeger,73240
16英寸P90,16英寸P90枪管 5.7x28,22300,100000,13380,Jaeger,86620
SS190,5.7x28毫米 SS190,460,999,257,Mechanic,742
L191,5.7x28毫米 L191,310,700,173,Mechanic,527
SB193,5.7x28毫米 SB193,270,549,151,Mechanic,398
SS198LF,5.7x28毫米 SS198LF,80,199,44,Mechanic,155
SS197SR,5.7x28毫米 SS197SR,150,221,84,Mechanic,137
P90消焰,FN P90 5.7x28消焰器,1600,13900,896,Mechanic,13004
P90,FN P90 5.7x28 微型冲锋枪,45200,75000,25312,Mechanic,49688
R37.F,5.7x28毫米 R37.F,335,333,187,Mechanic,146
R37.X,5.7x28毫米 R37.X,220,699,123,Mechanic,576
SRVV AK74,АК-74 SRVV 5.45x39膛口制退器,5660,14999,3169,Mechanic,11830
SRVV AKM,AK SRVV 7.62x39膛口制退补偿器,5960,22000,3337,Mechanic,18663
Claymore,TROY Claymore 5.56x45 AR-15膛口制退器,7850,20000,4396,Mechanic,15604
HG15,Hera Arms HG-15 AR-15系统手枪式握把,5100,25000,2856,Mechanic,22144
TBL,NcSTAR Tactical LAM模块 蓝色激光,4100,22000,2296,Mechanic,19704
ASh-12,ASh-12 垂直手枪式握把,2150,42222,1204,Mechanic,41018
ASh-12聚合,ASh-12聚合物护木,1022,20000,572,Mechanic,19428
SHREWD,Keeno Arms SHREWD 7.62x51 AR-10膛口制退器,11000,15000,6160,Mechanic,8840
M-11,Precision Armament M-11 7.62x51 AR-10膛口制退器,9350,39999,5236,Mechanic,34763
MOD X Gen.3,M700 AB Arms MOD*X GEN 3枪托,14972,85998,8983,Jaeger,77015
折叠转接器,M700 AB Arms MOD*X缓冲管侧折叠转换器,2602,50000,1561,Jaeger,48439
MOD X,M700 AB Arms MOD*X GEN 3 KeyMod护木,9900,88888,5544,Mechanic,83344
MOD X,M700 AB Arms MOD*X基座,2640,55000,1584,Jaeger,53416
Pro700,M700 Magpul Pro 700框架,17972,30000,10783,Jaeger,19217
Pro700枪托 ,M700 Magpul Pro 700折叠枪托,4699,15999,2819,Jaeger,13180
Pro700,M700 Magpul Pro 700手枪式握把,1800,69420,1008,Mechanic,68412
Pro700基座,M700 Magpul Pro 700框架轴向基座,2340,9000,1404,Jaeger,7596
PMAG AC,M700 7.62x51 Magpul PMAG AC 5发容量弹匣,2800,19000,1568,Mechanic,17432
Attenuator,FN P90 Attenuator 5.7x28消音器,63450,39111,35532,Mechanic,3579
PS90枪托,FN PS90枪托,3350,3850,2010,Jaeger,1840
环,FN环形反射式瞄具,15500,10000,8680,Mechanic,1320
AA-70 20,M700 7.62x51 ProMag AA-70 20发容量弹匣,6240,39999,3494,Mechanic,36505
Archangel M700,M700 Promag Archangel聚合物枪托,21000,40000,12600,Jaeger,27400
Aggressor,5.45 Design “Aggressor” AK护木,19400,23111,10864,Mechanic,12247
Pillau,RTM Pillau Tactical握把,3500,96435,1960,Mechanic,94475
EPG AK,Strike Industries AK 增强型手枪式握把（黑色）,3900,25555,2184,Mechanic,23371
EPG AK FDE,SI Enhanced AK手枪式握把 FDE,3900,25000,2184,Mechanic,22816
AKTS,CAA AKTS AK74 AK兼容缓冲管,6200,400000,3720,Jaeger,396280
AKTS AKM,AKM/AK-74 CAA AKTS兼容缓冲管,6500,77777,3900,Jaeger,73877
MG-47,KGB MG-47 AK手枪式握把,4750,40000,2660,Mechanic,37340
USP-1,NPZ USP-1 郁金香 4x 瞄准镜,14500,35000,8700,Jaeger,26300
USP-1眼罩,USP-1瞄准镜眼罩,276,50000,154,Mechanic,49846
VS组合,VS-24 VS-33c AK护木导气箍组合,17600,69420,9856,Mechanic,59564
WT1052,莫辛步枪Weapon Tuning 7.62x39螺纹转接器,1900,5000,1064,Mechanic,3936
WT0032-1,SKS Weapon Tuning 7.62x39螺纹转换器,1850,165420,1036,Mechanic,164384
TACCOM,TACCOM Carbine Brake 9x19制退器,10850,80000,6076,Mechanic,73924
ST-6012,Bulletec ST-6012 5.56x45 AR-15消焰器,12300,222222,6888,Mechanic,215334
BMD A3,Lantac BMD 爆炸缓冲装置 螺纹转接器,3000,69696,1680,Mechanic,68016
BMD,Lantac BMD 7.62x51 爆炸缓冲装置,9850,49000,5516,Mechanic,43484
Mosin螺纹,莫辛步枪Kiba Arms 7.62x54R定制螺纹转接器,1500,2000,840,Mechanic,1160
TR,莫辛步枪Tiger Rock 7.62x51螺纹转换器,2950,13000,1652,Mechanic,11348
PS90上机匣,FN PS90上机匣,2200,0,1232,Mechanic,0
Powermag 20,MaxRounds Powermag 12/76 20发SOK-12兼容武器弹匣,25000,75750,14000,Mechanic,61750
X-47 7.62,X-47 AK 7.62x39 50发弹匣,29700,30670,16632,Mechanic,14038
Wave制退,AR-15 Daniel Defence WAVE 5.56x45膛口制退器,7980,50000,4468,Mechanic,45532
Wave QD,Daniel Defence WAVE 快拆消音器,51000,63888,28560,Mechanic,35328
Viper,Strike Industries Viper M-LOK中 AR-15卡宾护木,4275,10000,2394,Mechanic,7606
JPGS5b,JP Enterprises导气系统-5b,7800,25999,4368,Mechanic,21631
N6 10.5英寸,Noveske SWS N6 10.5英寸 AR-10兼容系统护木,19200,65000,10752,Mechanic,54248
N6分体式,Noveske SWS N6 AR-10兼容系统分体式护木,19200,70000,10752,Mechanic,59248
Viper,Strike Industries Viper M-LOK长 AR-15卡宾护木,4275,20000,2394,Mechanic,17606
HX-5,CAA HX-5 MP5护木,14400,19999,8064,Mechanic,11935
FD UAS枪托,Fab Defence UAS SKS枪托,16300,44444,9780,Jaeger,34664
AG-58,Fab Defence AG-58 SKS/VZ-58 手枪式握把,6356,18000,3559,Mechanic,14441
Patriot K+W,Arbalet Patriot K+W基座,2450,120000,1470,Jaeger,118530
Ergo,HK Ergo PSG-1 样式 AR-15 兼容系统手枪式握把,23600,77777,13216,Mechanic,64561
Corvette,Nordic Corvette 5.56x45 AR-15补偿器,10000,25000,5600,Mechanic,19400
Corvette,Nordic Corvette 7.62x51 AR-10膛口制退器,8400,8500,4704,Mechanic,3796
Red制退,Fortis Red Brake 7.62x51 AR-10膛口制退器,20300,180000,11368,Mechanic,168632
CMS,CMS手术包,36000,44444,22680,Therapist,21764
Surv12,Surv12野战手术包,72000,400000,45360,Therapist,354640
军用电缆,军用电缆,41200,700000,25956,Therapist,674044
MCB,军用电路板,40000,42000,25200,Therapist,16800
AESA,相控阵单元,166000,200000,104580,Therapist,95420
Iridium,Iridium军用热成像模块,81200,50000,51156,Therapist,-1156
MGT,军用转速计,62000,308888,39060,Therapist,269828
滤波器,军用电源滤波器,55000,720000,34650,Therapist,685350
坦克电池,6-STEN-140-M军用电池,330000,198000,207900,Therapist,-9900
OFZ ,OFZ 30х160毫米炮弹 ,56000,34999,35280,Therapist,-281
SSK,Shturman 的储物箱钥匙,151432,110000,95402,Therapist,14598
1P59基座,KMZ 1P59 燕尾槽基座,1750,1910,1050,Jaeger,860
1P69基座,KMZ 1P69 Weaver基座,1880,20000,1128,Jaeger,18872
1P59,KMZ 1P59 3-10x步枪瞄准镜,22200,12345,13320,Jaeger,-975
1P69,KMZ 1P69 3-10x步枪瞄准镜,25200,10000,15120,Jaeger,-5120
1P59眼罩,1P59瞄准镜眼罩,576,627,322,Mechanic,305
AN/PEQ-2,AN/PEQ-2战术装置,10258,15000,5744,Mechanic,9256
Gen.4枪托,Double Star Ace Socom gen.4 AR-15枪托,10650,34567,6390,Jaeger,28177
缓冲垫,Double Star ACE枪托系列后座力缓冲垫,4779,40000,2867,Jaeger,37133
URX 3.1 10.75英寸,URX 3.1 10.75英寸 AR15护木,13160,130000,7369,Mechanic,122631
URX 3 8英寸,URX 3 8英寸 AR15护木,11690,46999,6546,Mechanic,40453
KAC短,KAC URX 3/3.1短护板,1200,5000,672,Mechanic,4328
KAC长,KAC URX 3/3.1长护板,1750,50000,980,Mechanic,49020
KAC防滑,KAC URX 3/3.1 防滑板,2850,1000,1596,Mechanic,-596
KAC短,KAC URX 3/3.1短护板 FDE,1200,5000,672,Mechanic,4328
KAC长,KAC URX 3/3.1长护板 FDE,1750,50000,980,Mechanic,49020
KAC防滑,KAC URX 3/3.1 防滑板 FDE,2850,39000,1596,Mechanic,37404
3英寸URX,KAC URX 3英寸导轨,1573,88000,943,Jaeger,87057
GEN M3,PMAG GEN M3 30 5.56x45 STANAG 30发弹匣,3113,28777,1743,Mechanic,27034
GEN M3,PMAG 40 GEN M3 5.56x45 STANAG 40 发弹匣 (FDE),6177,35000,3459,Mechanic,31541
GEN M3,PMAG GEN M3 W 30 5.56x45 STANAG 30发弹匣 FDE,3797,33333,2126,Mechanic,31207
CTR,Magpul CTR 卡宾枪托（黑色）,10120,30000,6072,Jaeger,23928
CTR FDE,Magpul CTR 卡宾枪托 (FDE),10120,50000,6072,Jaeger,43928
Goliaf,Alfa Arms Goliaf AKS-74U护木,4414,8000,2471,Mechanic,5529
MOE,Magpul MOE AR-15手枪式握把 FDE,5100,333333,2856,Mechanic,330477
三轨,PTR MP5三轨护木,10200,34420,5712,Mechanic,28708
AKM-L,TDI AKM-L AK护木,4200,22000,2352,Mechanic,19648
FP-100,FP-100过滤吸收器,82000,120000,51660,Therapist,68340
马达,电动马达,43000,345000,27090,Therapist,317910
NIXXOR,NIXXOR镜头,25300,177777,15939,Therapist,161838
LCD,完好的液晶显示屏,38000,150000,23940,Therapist,126060
坏掉的LCD,损坏的液晶显示屏,21500,49999,13545,Therapist,36454
继电器,相位控制继电器,6473,190000,4077,Therapist,185923
手钻,手摇钻,60000,100000,37800,Therapist,62200
R形钳,圆嘴钳,27000,20000,17010,Therapist,2990
压力表,压力表,61200,100000,38556,Therapist,61444
温度计,模拟温度计,45600,31111,28728,Therapist,2383
Superwater,纯净水,50000,180000,31500,Therapist,148500
金属桶,金属燃料桶,48000,400000,30240,Therapist,369760
塑料桶,野营燃料桶,50000,188888,31500,Therapist,157388
私酒,“凶狠跑刀崽”私酒,200000,450000,126000,Therapist,324000
过滤器,滤水器,24500,38888,15435,Therapist,23453
灯泡,电灯泡,9500,55555,5985,Therapist,49570
管子,硅胶管,18900,105000,11907,Therapist,93093
药,一堆药,6500,32999,4095,Therapist,28904
注射器,一次性注射器,8540,38000,5380,Therapist,32620
FLIR RS-32,FLIR RS-32 2.25-9x 35毫米 60Hz热成像步枪瞄准镜,144794,430000,86876,Jaeger,343124
GLR-17,Fab Defence GLR-17 Glock兼容枪托,9200,100000,5520,Jaeger,94480
散热器,螺旋散热器,14500,80000,9135,Therapist,70865
武器零件,武器零件,14240,77000,8971,Therapist,68029
WAVE 762,AR-10 Daniel Defence WAVE 7.62x51膛口制退器,7980,19899,4468,Mechanic,15431
P90 默认,FN P90 5.7x28 微型冲锋枪 默认,104150,78000,58324,Mechanic,19676
P90 SBR,FN P90 5.7x28 微型冲锋枪 SBR,90750,75500,50820,Mechanic,24680
P90 CWDG,FN P90 5.7x28 微型冲锋枪 CWDG,175969,248000,98542,Mechanic,149458
P90 SBRT,FN P90 5.7x28 微型冲锋枪 SBRT,91963,0,51499,Mechanic,0
ASh-12 默认,ASh-12 12.7x55 突击步枪 默认,113705,120000,63674,Mechanic,56326
骷髅指环,黄金骷髅指环,55000,70000,34650,Therapist,35350
GP,GP币,7500,0,0,无,0
SICC,小型S I C C包,750000,3750000,472500,Therapist,3277500
Dbal PL,Steiner Dbal PL战术装置,13500,130000,7560,Mechanic,122440
AICS 5发,M700 7.62x51 AICS 5发容量弹匣,2100,2500,1176,Mechanic,1324
AICS 10发,M700 7.62x51 AICS 10发容量弹匣,3900,44999,2184,Mechanic,42815
MDT 12发,M700 7.62x51 MDT AICS 12发弹匣,5600,39997,3136,Mechanic,36861
PMAG AC,M700 7.62x51 Magpul PMAG AC 10发容量弹匣,5000,49999,2800,Mechanic,47199
AA-70,M700 7.62x51 ProMag AA-70 10发容量弹匣,4340,50000,2430,Mechanic,47570
AICS M700,M700 AT AICS 聚合物枪托,26500,66666,15900,Jaeger,50766
26英寸M700,M700 7.62x51 26英寸不锈钢枪管,25900,188888,15540,Jaeger,173348
20英寸M700,M700 7.62x51 20英寸不锈钢螺纹枪管,22800,22799,13680,Jaeger,9119
M700保护帽,M700螺纹保护帽,500,25000,280,Mechanic,24720
M700保护帽,M700不锈钢螺纹保护帽,600,30000,336,Mechanic,29664
Bastion,AKademia Bastion AK防尘盖,5500,30000,3080,Mechanic,26920
PDC,FAB Defense PDC АК 导轨防尘盖,14850,44444,8316,Mechanic,36128
Dog leg,TWS Dog Leg АК 导轨防尘盖,11600,70000,6496,Mechanic,63504
WASR 10-63,Wooden CAF WASR 10-63护木,3000,8999,1680,Mechanic,7319
SRS-02,Trijicon SRS-02反射式瞄具,22900,25000,12824,Mechanic,12176
Monstr. 2x32,Monstrum 紧凑战术棱镜式瞄准镜 2x32,37000,50000,22200,Jaeger,27800
MP5K-N,HK MP5K 9x19 微型冲锋枪,9500,44444,5320,Mechanic,39124
MP5,MP5 9x19 20发标准弹匣,3100,15000,1736,Mechanic,13264
MP5K,HK MP5K 聚合物护木,2870,0,1607,Mechanic,0
MP5k尾盖,HK MP5 Kurz机匣尾盖,2500,0,1500,Jaeger,0
MP5k机匣,HK MP5 Kurz上机匣,3050,0,1708,Mechanic,0
MP5k拉机柄,MP5K 拉机柄,1550,2000,868,Mechanic,1132
M700 AICS,雷明顿Model 700 7.62x51 狙击步枪 AICS,70373,99996,40663,Jaeger,59333
M700 ARCH,雷明顿Model 700 7.62x51 狙击步枪 ARCH,65540,65432,36702,Mechanic,28730
M700 PRO,雷明顿Model 700 7.62x51 狙击步枪 PRO,72910,0,40827,Mechanic,0
M700 MRS,雷明顿Model 700 7.62x51 狙击步枪 MRS,99864,100000,55922,Mechanic,44078
FN 5-7,FN Five-seveN MK2 5.7x28手枪,14238,34444,7973,Mechanic,26471
57套筒,Five-seveN MK2手枪套筒,4210,0,2357,Mechanic,0
57照门,Five-seveN标准照门,900,57999,504,Mechanic,57495
57准星,Five-seveN MK2标准准星,800,9990,448,Mechanic,9542
57螺纹 5.7x28,Five-seveN 5.7x28螺纹枪管,4200,39900,2520,Jaeger,37380
57 5.7x28,Five-seveN 5.7x28枪管,3980,24000,2388,Jaeger,21612
5.7x28 57弹匣,Five-seveN 5.7x28 20发弹匣,3660,45000,2049,Mechanic,42951
SFN-57,Gemtech SFN-57 5.7x28毫米消音器,37940,37000,21246,Mechanic,15754
MP5K-N 默认,HK MP5K 9x19 微型冲锋枪 默认,24670,23210,13815,Mechanic,9395
M9A3 默认,伯莱塔M9A3 9x19手枪 默认,12675,100000,7096,Mechanic,92904
威士忌,Dan Jackiel瓶装威士忌,50000,83000,31500,Therapist,51500
伏特加,Tarkovskaya瓶装伏特加,25000,95555,15750,Therapist,79805
洗发水,Schaman洗发水,7000,60000,4410,Therapist,55590
切割剪刀,金属切割剪刀,22300,82000,14049,Therapist,67951
Ortodontox,Ortodontox牙膏,5400,38888,3402,Therapist,35486
剪线钳,剪线钳,17000,12000,10710,Therapist,1290
长平头,长平头螺丝刀,33000,21000,20790,Therapist,210
TX-15 DML,Lone Star TX-15 DML 5.56x45 半自动卡宾枪,24397,83333,13662,Mechanic,69671
TX15轻量化,TX15 轻量化上机匣,9200,58887,5152,Mechanic,53735
Ion Lite,Lone Star Ion Lite AR-15兼容护木,19900,90000,11144,Mechanic,78856
223CB,AR-15 Thunder Beast Arms 223CB 5.56x45枪口制退器,7180,21000,4020,Mechanic,16980
Ultra 5,Thunder Beast Ultra 5声音抑制器 ,62000,59000,34720,Mechanic,24280
